monitoring_location_id,time,parameter_code,parameter_name,value,unit_of_measure,statistic_id,approval_status
USGS-01358000,2024-07-24,00060,,9950,ft^3/s,00003,Approved
USGS-01358000,2024-07-25,00060,,9490,ft^3/s,00003,Approved
USGS-01358000,2024-07-26,00060,,8930,ft^3/s,00003,Approved
USGS-01358000,2024-07-27,00060,,8540,ft^3/s,00003,Approved
USGS-01358000,2024-07-29,00060,,8410,ft^3/s,00003,Approved
USGS-01358000,2024-07-30,00060,,8610,ft^3/s,00003,Approved
USGS-01358000,2024-08-02,00060,,8260,ft^3/s,00003,Approved
USGS-01358000,2024-08-06,00060,,11400,ft^3/s,00003,Approved
USGS-01358000,2024-08-07,00060,,12300,ft^3/s,00003,Approved
USGS-01358000,2024-08-08,00060,,19400,ft^3/s,00003,Approved
USGS-01358000,2024-08-13,00060,,15600,ft^3/s,00003,Approved
USGS-01358000,2024-08-16,00060,,10200,ft^3/s,00003,Approved
USGS-01358000,2024-08-17,00060,,9530,ft^3/s,00003,Approved
USGS-01358000,2024-08-18,00060,,11700,ft^3/s,00003,Approved
USGS-01358000,2024-08-19,00060,,12300,ft^3/s,00003,Approved
USGS-01358000,2024-08-20,00060,,17100,ft^3/s,00003,Approved
USGS-01358000,2024-08-22,00060,,14000,ft^3/s,00003,Approved
USGS-01358000,2024-08-23,00060,,11800,ft^3/s,00003,Approved
USGS-01358000,2024-08-24,00060,,12300,ft^3/s,00003,Approved
USGS-01358000,2024-08-25,00060,,11400,ft^3/s,00003,Approved
USGS-01358000,2024-08-27,00060,,8920,ft^3/s,00003,Approved
USGS-01358000,2024-08-31,00060,,5050,ft^3/s,00003,Approved
USGS-01358000,2024-09-01,00060,,6360,ft^3/s,00003,Approved
USGS-01358000,2024-09-02,00060,,6660,ft^3/s,00003,Approved
USGS-01358000,2024-09-03,00060,,7150,ft^3/s,00003,Approved
USGS-01358000,2024-09-04,00060,,6170,ft^3/s,00003,Approved
USGS-01358000,2024-09-05,00060,,5920,ft^3/s,00003,Approved
USGS-01358000,2024-09-06,00060,,4860,ft^3/s,00003,Approved
USGS-01358000,2024-09-07,00060,,5000,ft^3/s,00003,Approved
USGS-01358000,2024-09-08,00060,,5060,ft^3/s,00003,Approved
USGS-01358000,2024-09-09,00060,,5030,ft^3/s,00003,Approved
USGS-01358000,2024-09-10,00060,,6780,ft^3/s,00003,Approved
USGS-01358000,2024-09-11,00060,,6080,ft^3/s,00003,Approved
USGS-01358000,2024-09-12,00060,,5500,ft^3/s,00003,Approved
USGS-01358000,2024-09-13,00060,,5530,ft^3/s,00003,Approved
USGS-01358000,2024-09-15,00060,,5090,ft^3/s,00003,Approved
USGS-01358000,2024-09-16,00060,,4710,ft^3/s,00003,Approved
USGS-01358000,2024-09-17,00060,,5330,ft^3/s,00003,Approved
USGS-01358000,2024-09-18,00060,,5940,ft^3/s,00003,Approved
USGS-01358000,2024-09-20,00060,,4890,ft^3/s,00003,Approved
USGS-01358000,2024-09-21,00060,,5010,ft^3/s,00003,Approved
USGS-01358000,2024-09-24,00060,,3820,ft^3/s,00003,Approved
USGS-01358000,2024-09-25,00060,,3770,ft^3/s,00003,Approved
USGS-01358000,2024-09-27,00060,,7760,ft^3/s,00003,Approved
USGS-01358000,2024-09-30,00060,,5660,ft^3/s,00003,Approved
USGS-01358000,2024-10-01,00060,,5250,ft^3/s,00003,Approved
USGS-01358000,2024-10-04,00060,,4170,ft^3/s,00003,Approved
USGS-01358000,2024-10-05,00060,,4590,ft^3/s,00003,Approved
USGS-01358000,2024-10-06,00060,,4210,ft^3/s,00003,Approved
USGS-01358000,2024-10-07,00060,,4220,ft^3/s,00003,Approved
USGS-01358000,2024-10-09,00060,,4410,ft^3/s,00003,Approved
USGS-01358000,2024-10-10,00060,,5200,ft^3/s,00003,Approved
USGS-01358000,2024-10-12,00060,,4810,ft^3/s,00003,Approved
USGS-01358000,2024-10-13,00060,,4450,ft^3/s,00003,Approved
USGS-01358000,2024-10-14,00060,,6310,ft^3/s,00003,Approved
USGS-01358000,2024-10-16,00060,,7020,ft^3/s,00003,Approved
USGS-01358000,2024-10-17,00060,,7000,ft^3/s,00003,Approved
USGS-01358000,2024-10-18,00060,,6070,ft^3/s,00003,Approved
USGS-01358000,2024-10-19,00060,,5980,ft^3/s,00003,Approved
USGS-01358000,2024-10-20,00060,,5900,ft^3/s,00003,Approved
USGS-01358000,2024-10-23,00060,,5950,ft^3/s,00003,Approved
USGS-01358000,2024-10-24,00060,,5900,ft^3/s,00003,Approved
USGS-01358000,2024-10-25,00060,,6380,ft^3/s,00003,Approved
USGS-01358000,2024-10-26,00060,,4620,ft^3/s,00003,Approved
USGS-01358000,2024-10-27,00060,,4650,ft^3/s,00003,Approved
USGS-01358000,2024-10-28,00060,,7390,ft^3/s,00003,Approved
USGS-01358000,2024-10-29,00060,,5040,ft^3/s,00003,Approved
USGS-01358000,2024-10-31,00060,,7660,ft^3/s,00003,Approved
USGS-01358000,2024-11-01,00060,,6390,ft^3/s,00003,Approved
USGS-01358000,2024-11-03,00060,,4380,ft^3/s,00003,Approved
USGS-01358000,2024-11-04,00060,,4140,ft^3/s,00003,Approved
USGS-01358000,2024-11-05,00060,,4220,ft^3/s,00003,Approved
USGS-01358000,2024-11-07,00060,,5910,ft^3/s,00003,Approved
USGS-01358000,2024-11-09,00060,,4310,ft^3/s,00003,Approved
USGS-01358000,2024-11-11,00060,,4430,ft^3/s,00003,Approved
USGS-01358000,2024-11-12,00060,,4710,ft^3/s,00003,Approved
USGS-01358000,2024-11-15,00060,,4400,ft^3/s,00003,Approved
USGS-01358000,2024-11-16,00060,,4530,ft^3/s,00003,Approved
USGS-01358000,2024-11-18,00060,,4360,ft^3/s,00003,Approved
USGS-01358000,2024-11-19,00060,,4170,ft^3/s,00003,Approved
USGS-01358000,2024-11-20,00060,,4160,ft^3/s,00003,Approved
USGS-01358000,2024-11-23,00060,,12000,ft^3/s,00003,Approved
USGS-01358000,2024-11-25,00060,,10200,ft^3/s,00003,Approved
USGS-01358000,2024-12-02,00060,,8990,ft^3/s,00003,Approved
USGS-01358000,2024-12-03,00060,,8360,ft^3/s,00003,Approved
USGS-01358000,2024-12-04,00060,,7380,ft^3/s,00003,Approved
USGS-01358000,2024-12-05,00060,,7860,ft^3/s,00003,Approved
USGS-01358000,2024-12-06,00060,,7380,ft^3/s,00003,Approved
USGS-01358000,2024-12-07,00060,,7440,ft^3/s,00003,Approved
USGS-01358000,2024-12-10,00060,,12200,ft^3/s,00003,Approved
USGS-01358000,2024-12-11,00060,,22200,ft^3/s,00003,Approved
USGS-01358000,2024-12-13,00060,,43800,ft^3/s,00003,Approved
USGS-01358000,2024-12-14,00060,,29700,ft^3/s,00003,Approved
USGS-01358000,2024-12-15,00060,,24000,ft^3/s,00003,Approved
USGS-01358000,2024-12-17,00060,,18800,ft^3/s,00003,Approved
USGS-01358000,2024-12-21,00060,,22000,ft^3/s,00003,Approved
USGS-01358000,2024-12-22,00060,,19700,ft^3/s,00003,Approved
USGS-01358000,2024-12-25,00060,,12100,ft^3/s,00003,Approved
USGS-01358000,2024-12-27,00060,,10900,ft^3/s,00003,Approved
USGS-01358000,2024-12-28,00060,,10800,ft^3/s,00003,Approved
USGS-01358000,2024-12-29,00060,,10600,ft^3/s,00003,Approved
USGS-01358000,2024-12-30,00060,,15000,ft^3/s,00003,Approved
USGS-01359135,2024-01-01,00060,,23.6,ft^3/s,00003,Approved
USGS-01359135,2024-01-04,00060,,21.7,ft^3/s,00003,Approved
USGS-01359135,2024-01-05,00060,,20.9,ft^3/s,00003,Approved
USGS-01359135,2024-01-06,00060,,21.0,ft^3/s,00003,Approved
USGS-01359135,2024-01-07,00060,,22.9,ft^3/s,00003,Approved
USGS-01359135,2024-01-10,00060,,208,ft^3/s,00003,Approved
USGS-01359135,2024-01-12,00060,,35.3,ft^3/s,00003,Approved
USGS-01359135,2024-01-15,00060,,31.9,ft^3/s,00003,Approved
USGS-01359135,2024-01-17,00060,,28.4,ft^3/s,00003,Approved
USGS-01359135,2024-01-18,00060,,26.5,ft^3/s,00003,Approved
USGS-01359135,2024-01-19,00060,,25.6,ft^3/s,00003,Approved
USGS-01359135,2024-01-20,00060,,24.3,ft^3/s,00003,Approved
USGS-01359135,2024-01-21,00060,,23.0,ft^3/s,00003,Approved
USGS-01359135,2024-01-23,00060,,23.3,ft^3/s,00003,Approved
USGS-01359135,2024-01-25,00060,,55.1,ft^3/s,00003,Approved
USGS-01359135,2024-01-27,00060,,47.0,ft^3/s,00003,Approved
USGS-01359135,2024-01-28,00060,,52.9,ft^3/s,00003,Approved
USGS-01359135,2024-01-29,00060,,49.0,ft^3/s,00003,Approved
USGS-01359135,2024-01-30,00060,,35.8,ft^3/s,00003,Approved
USGS-01359135,2024-01-31,00060,,32.7,ft^3/s,00003,Approved
USGS-01359135,2024-02-01,00060,,31.6,ft^3/s,00003,Approved
USGS-01359135,2024-02-02,00060,,30.8,ft^3/s,00003,Approved
USGS-01359135,2024-02-03,00060,,27.8,ft^3/s,00003,Approved
USGS-01359135,2024-02-04,00060,,26.7,ft^3/s,00003,Approved
USGS-01359135,2024-02-07,00060,,24.5,ft^3/s,00003,Approved
USGS-01359135,2024-02-08,00060,,24.1,ft^3/s,00003,Approved
USGS-01359135,2024-02-09,00060,,24.3,ft^3/s,00003,Approved
USGS-01359135,2024-02-11,00060,,23.2,ft^3/s,00003,Approved
USGS-01359135,2024-02-13,00060,,22.5,ft^3/s,00003,Approved
USGS-01359135,2024-02-14,00060,,21.2,ft^3/s,00003,Approved
USGS-01359135,2024-02-16,00060,,21.0,ft^3/s,00003,Approved
USGS-01359135,2024-02-17,00060,,20.7,ft^3/s,00003,Approved
USGS-01359135,2024-02-19,00060,,20.0,ft^3/s,00003,Approved
USGS-01359135,2024-02-21,00060,,19.5,ft^3/s,00003,Approved
USGS-01359135,2024-02-24,00060,,19.8,ft^3/s,00003,Approved
USGS-01359135,2024-02-26,00060,,19.0,ft^3/s,00003,Approved
USGS-01359135,2024-02-27,00060,,19.0,ft^3/s,00003,Approved
USGS-01359135,2024-02-28,00060,,28.2,ft^3/s,00003,Approved
USGS-01359135,2024-02-29,00060,,23.4,ft^3/s,00003,Approved
USGS-01359135,2024-03-01,00060,,19.0,ft^3/s,00003,Approved
USGS-01359135,2024-03-02,00060,,30.1,ft^3/s,00003,Approved
USGS-01359135,2024-03-03,00060,,29.0,ft^3/s,00003,Approved
USGS-01359135,2024-03-06,00060,,66.0,ft^3/s,00003,Approved
USGS-01359135,2024-03-07,00060,,160,ft^3/s,00003,Approved
USGS-01359135,2024-03-08,00060,,40.7,ft^3/s,00003,Approved
USGS-01359135,2024-03-09,00060,,63.7,ft^3/s,00003,Approved
USGS-01359135,2024-03-10,00060,,156,ft^3/s,00003,Approved
USGS-01359135,2024-03-11,00060,,44.9,ft^3/s,00003,Approved
USGS-01359135,2024-03-12,00060,,33.1,ft^3/s,00003,Approved
USGS-01359135,2024-03-14,00060,,27.5,ft^3/s,00003,Approved
USGS-01359135,2024-03-15,00060,,26.5,ft^3/s,00003,Approved
USGS-01359135,2024-03-18,00060,,24.7,ft^3/s,00003,Approved
USGS-01359135,2024-03-19,00060,,28.3,ft^3/s,00003,Approved
USGS-01359135,2024-03-21,00060,,22.1,ft^3/s,00003,Approved
USGS-01359135,2024-03-22,00060,,21.7,ft^3/s,00003,Approved
USGS-01359135,2024-03-23,00060,,91.5,ft^3/s,00003,Approved
USGS-01359135,2024-03-24,00060,,50.3,ft^3/s,00003,Approved
USGS-01359135,2024-03-26,00060,,37.3,ft^3/s,00003,Approved
USGS-01359135,2024-03-29,00060,,35.1,ft^3/s,00003,Approved
USGS-01359135,2024-03-30,00060,,28.9,ft^3/s,00003,Approved
USGS-01359135,2024-04-02,00060,,26.1,ft^3/s,00003,Approved
USGS-01359135,2024-04-03,00060,,44.1,ft^3/s,00003,Approved
USGS-01359135,2024-04-04,00060,,78.5,ft^3/s,00003,Approved
USGS-01359135,2024-04-05,00060,,42.3,ft^3/s,00003,Approved
USGS-01359135,2024-04-06,00060,,35.3,ft^3/s,00003,Approved
USGS-01359135,2024-04-07,00060,,29.5,ft^3/s,00003,Approved
USGS-01359135,2024-04-11,00060,,48.3,ft^3/s,00003,Approved
USGS-01359135,2024-04-12,00060,,104,ft^3/s,00003,Approved
USGS-01359135,2024-04-13,00060,,60.3,ft^3/s,00003,Approved
USGS-01359135,2024-04-14,00060,,39.7,ft^3/s,00003,Approved
USGS-01359135,2024-04-16,00060,,30.1,ft^3/s,00003,Approved
USGS-01359135,2024-04-17,00060,,29.8,ft^3/s,00003,Approved
USGS-01359135,2024-04-18,00060,,47.9,ft^3/s,00003,Approved
USGS-01359135,2024-04-19,00060,,33.7,ft^3/s,00003,Approved
USGS-01359135,2024-04-21,00060,,25.8,ft^3/s,00003,Approved
USGS-01359135,2024-04-24,00060,,26.1,ft^3/s,00003,Approved
USGS-01359135,2024-04-25,00060,,23.9,ft^3/s,00003,Approved
USGS-01359135,2024-04-26,00060,,23.4,ft^3/s,00003,Approved
USGS-01359135,2024-04-29,00060,,24.2,ft^3/s,00003,Approved
USGS-01359135,2024-04-30,00060,,36.9,ft^3/s,00003,Approved
USGS-01359135,2024-05-02,00060,,25.9,ft^3/s,00003,Approved
USGS-01359135,2024-05-03,00060,,23.4,ft^3/s,00003,Approved
USGS-01359135,2024-05-04,00060,,22.5,ft^3/s,00003,Approved
USGS-01359135,2024-05-06,00060,,39.0,ft^3/s,00003,Approved
USGS-01359135,2024-05-08,00060,,46.8,ft^3/s,00003,Approved
USGS-01359135,2024-05-09,00060,,27.4,ft^3/s,00003,Approved
USGS-01359135,2024-05-12,00060,,23.1,ft^3/s,00003,Approved
USGS-01359135,2024-05-13,00060,,22.8,ft^3/s,00003,Approved
USGS-01359135,2024-05-14,00060,,21.9,ft^3/s,00003,Approved
USGS-01359135,2024-05-15,00060,,37.8,ft^3/s,00003,Approved
USGS-01359135,2024-05-16,00060,,24.1,ft^3/s,00003,Approved
USGS-01359135,2024-05-17,00060,,21.5,ft^3/s,00003,Approved
USGS-01359135,2024-05-18,00060,,20.3,ft^3/s,00003,Approved
USGS-01359135,2024-05-19,00060,,19.6,ft^3/s,00003,Approved
USGS-01359135,2024-05-20,00060,,19.5,ft^3/s,00003,Approved
USGS-01359135,2024-05-21,00060,,20.1,ft^3/s,00003,Approved
USGS-01359135,2024-05-25,00060,,17.3,ft^3/s,00003,Approved
USGS-01359135,2024-05-26,00060,,18.1,ft^3/s,00003,Approved
USGS-01359135,2024-05-29,00060,,20.9,ft^3/s,00003,Approved
USGS-01359135,2024-05-30,00060,,17.9,ft^3/s,00003,Approved
USGS-01359135,2024-05-31,00060,,17.2,ft^3/s,00003,Approved
USGS-01359135,2024-06-01,00060,,16.4,ft^3/s,00003,Approved
USGS-01359135,2024-06-04,00060,,15.6,ft^3/s,00003,Approved
USGS-01359135,2024-06-05,00060,,15.5,ft^3/s,00003,Approved
USGS-01359135,2024-06-06,00060,,46.6,ft^3/s,00003,Approved
USGS-01359135,2024-06-07,00060,,49.4,ft^3/s,00003,Approved
USGS-01359135,2024-06-09,00060,,65.5,ft^3/s,00003,Approved
USGS-01359135,2024-06-10,00060,,23.9,ft^3/s,00003,Approved
USGS-01359135,2024-06-11,00060,,18.3,ft^3/s,00003,Approved
USGS-01359135,2024-06-12,00060,,16.9,ft^3/s,00003,Approved
USGS-01359135,2024-06-14,00060,,16.2,ft^3/s,00003,Approved
USGS-01359135,2024-06-15,00060,,15.4,ft^3/s,00003,Approved
USGS-01359135,2024-06-17,00060,,14.7,ft^3/s,00003,Approved
USGS-01359135,2024-06-18,00060,,14.8,ft^3/s,00003,Approved
USGS-01359135,2024-06-19,00060,,14.8,ft^3/s,00003,Approved
USGS-01359135,2024-06-20,00060,,15.6,ft^3/s,00003,Approved
USGS-01359135,2024-06-22,00060,,55.2,ft^3/s,00003,Approved
USGS-01359135,2024-06-23,00060,,39.5,ft^3/s,00003,Approved
USGS-01359135,2024-06-26,00060,,17.5,ft^3/s,00003,Approved
USGS-01359135,2024-06-27,00060,,15.6,ft^3/s,00003,Approved
USGS-01359135,2024-06-29,00060,,18.7,ft^3/s,00003,Approved
USGS-01359135,2024-06-30,00060,,18.3,ft^3/s,00003,Approved
USGS-01359135,2024-07-02,00060,,14.5,ft^3/s,00003,Approved
USGS-01359135,2024-07-03,00060,,14.1,ft^3/s,00003,Approved
USGS-01359135,2024-07-04,00060,,13.7,ft^3/s,00003,Approved
USGS-01359135,2024-07-05,00060,,14.5,ft^3/s,00003,Approved
USGS-01359135,2024-07-06,00060,,19.5,ft^3/s,00003,Approved
USGS-01359135,2024-07-07,00060,,14.3,ft^3/s,00003,Approved
USGS-01359135,2024-07-09,00060,,17.8,ft^3/s,00003,Approved
USGS-01359135,2024-07-10,00060,,13.0,ft^3/s,00003,Approved
USGS-01359135,2024-07-11,00060,,14.1,ft^3/s,00003,Approved
USGS-01359135,2024-07-13,00060,,15.7,ft^3/s,00003,Approved
USGS-01359135,2024-07-14,00060,,12.1,ft^3/s,00003,Approved
USGS-01359135,2024-07-15,00060,,12.0,ft^3/s,00003,Approved
USGS-01359135,2024-07-16,00060,,34.2,ft^3/s,00003,Approved
USGS-01359135,2024-07-17,00060,,82.6,ft^3/s,00003,Approved
USGS-01359135,2024-07-21,00060,,16.0,ft^3/s,00003,Approved
USGS-01359135,2024-07-22,00060,,12.9,ft^3/s,00003,Approved
USGS-01359135,2024-07-27,00060,,11.4,ft^3/s,00003,Approved
USGS-01359135,2024-07-28,00060,,11.3,ft^3/s,00003,Approved
USGS-01359135,2024-07-29,00060,,11.6,ft^3/s,00003,Approved
USGS-01359135,2024-07-30,00060,,11.6,ft^3/s,00003,Approved
USGS-01359135,2024-07-31,00060,,23.4,ft^3/s,00003,Approved
USGS-01359135,2024-08-01,00060,,18.1,ft^3/s,00003,Approved
USGS-01359135,2024-08-02,00060,,35.1,ft^3/s,00003,Approved
USGS-01359135,2024-08-03,00060,,27.1,ft^3/s,00003,Approved
USGS-01359135,2024-08-06,00060,,34.6,ft^3/s,00003,Approved
USGS-01359135,2024-08-07,00060,,54.1,ft^3/s,00003,Approved
USGS-01359135,2024-08-08,00060,,60.9,ft^3/s,00003,Approved
USGS-01359135,2024-08-10,00060,,108,ft^3/s,00003,Approved
USGS-01359135,2024-08-11,00060,,39.4,ft^3/s,00003,Approved
USGS-01359135,2024-08-12,00060,,21.6,ft^3/s,00003,Approved
USGS-01359135,2024-08-16,00060,,16.0,ft^3/s,00003,Approved
USGS-01359135,2024-08-18,00060,,24.2,ft^3/s,00003,Approved
USGS-01359135,2024-08-19,00060,,177,ft^3/s,00003,Approved
USGS-01359135,2024-08-21,00060,,49.9,ft^3/s,00003,Approved
USGS-01359135,2024-08-22,00060,,23.4,ft^3/s,00003,Approved
USGS-01359135,2024-08-23,00060,,19.0,ft^3/s,00003,Approved
USGS-01359135,2024-08-24,00060,,17.4,ft^3/s,00003,Approved
USGS-01359135,2024-08-25,00060,,16.3,ft^3/s,00003,Approved
USGS-01359135,2024-08-26,00060,,15.6,ft^3/s,00003,Approved
USGS-01359135,2024-08-29,00060,,14.5,ft^3/s,00003,Approved
USGS-01359135,2024-08-30,00060,,14.7,ft^3/s,00003,Approved
USGS-01359135,2024-09-02,00060,,15.2,ft^3/s,00003,Approved
USGS-01359135,2024-09-03,00060,,14.4,ft^3/s,00003,Approved
USGS-01359135,2024-09-06,00060,,22.9,ft^3/s,00003,Approved
USGS-01359135,2024-09-07,00060,,51.9,ft^3/s,00003,Approved
USGS-01359135,2024-09-08,00060,,25.3,ft^3/s,00003,Approved
USGS-01359135,2024-09-09,00060,,18.0,ft^3/s,00003,Approved
USGS-01359135,2024-09-10,00060,,15.7,ft^3/s,00003,Approved
USGS-01359135,2024-09-12,00060,,15.0,ft^3/s,00003,Approved
USGS-01359135,2024-09-14,00060,,14.4,ft^3/s,00003,Approved
USGS-01359135,2024-09-15,00060,,14.2,ft^3/s,00003,Approved
USGS-01359135,2024-09-17,00060,,13.5,ft^3/s,00003,Approved
USGS-01359135,2024-09-18,00060,,13.0,ft^3/s,00003,Approved
USGS-01359135,2024-09-19,00060,,12.8,ft^3/s,00003,Approved
USGS-01359135,2024-09-21,00060,,12.4,ft^3/s,00003,Approved
USGS-01359135,2024-09-22,00060,,12.3,ft^3/s,00003,Approved
USGS-01359135,2024-09-24,00060,,12.7,ft^3/s,00003,Approved
USGS-01359135,2024-09-25,00060,,14.9,ft^3/s,00003,Approved
USGS-01359135,2024-09-26,00060,,37.9,ft^3/s,00003,Approved
USGS-01359135,2024-09-27,00060,,16.2,ft^3/s,00003,Approved
USGS-01359135,2024-09-28,00060,,12.5,ft^3/s,00003,Approved
USGS-01359135,2024-09-29,00060,,11.7,ft^3/s,00003,Approved
USGS-01359135,2024-09-30,00060,,11.8,ft^3/s,00003,Approved
USGS-01359135,2024-10-01,00060,,11.3,ft^3/s,00003,Approved
USGS-01359135,2024-10-05,00060,,11.7,ft^3/s,00003,Approved
USGS-01359135,2024-10-06,00060,,11.3,ft^3/s,00003,Approved
USGS-01359135,2024-10-07,00060,,11.2,ft^3/s,00003,Approved
USGS-01359135,2024-10-11,00060,,11.4,ft^3/s,00003,Approved
USGS-01359135,2024-10-14,00060,,49.1,ft^3/s,00003,Approved
USGS-01359135,2024-10-15,00060,,17.7,ft^3/s,00003,Approved
USGS-01359135,2024-10-16,00060,,15.0,ft^3/s,00003,Approved
USGS-01359135,2024-10-17,00060,,13.6,ft^3/s,00003,Approved
USGS-01359135,2024-10-19,00060,,12.3,ft^3/s,00003,Approved
USGS-01359135,2024-10-20,00060,,12.4,ft^3/s,00003,Approved
USGS-01359135,2024-10-21,00060,,12.5,ft^3/s,00003,Approved
USGS-01359135,2024-10-22,00060,,13.9,ft^3/s,00003,Approved
USGS-01359135,2024-10-23,00060,,12.6,ft^3/s,00003,Approved
USGS-01359135,2024-10-24,00060,,12.4,ft^3/s,00003,Approved
USGS-01359135,2024-10-26,00060,,13.9,ft^3/s,00003,Approved
USGS-01359135,2024-10-27,00060,,12.3,ft^3/s,00003,Approved
USGS-01359135,2024-10-28,00060,,12.1,ft^3/s,00003,Approved
USGS-01359135,2024-10-29,00060,,15.7,ft^3/s,00003,Approved
USGS-01359135,2024-10-30,00060,,15.1,ft^3/s,00003,Approved
USGS-01359135,2024-10-31,00060,,13.2,ft^3/s,00003,Approved
USGS-01359135,2024-11-01,00060,,13.4,ft^3/s,00003,Approved
USGS-01359135,2024-11-02,00060,,12.2,ft^3/s,00003,Approved
USGS-01359135,2024-11-03,00060,,12.3,ft^3/s,00003,Approved
USGS-01359135,2024-11-04,00060,,12.5,ft^3/s,00003,Approved
USGS-01359135,2024-11-05,00060,,15.5,ft^3/s,00003,Approved
USGS-01359135,2024-11-06,00060,,20.8,ft^3/s,00003,Approved
USGS-01359135,2024-11-07,00060,,18.4,ft^3/s,00003,Approved
USGS-01359135,2024-11-08,00060,,17.4,ft^3/s,00003,Approved
USGS-01359135,2024-11-09,00060,,17.1,ft^3/s,00003,Approved
USGS-01359135,2024-11-10,00060,,17.4,ft^3/s,00003,Approved
USGS-01359135,2024-11-12,00060,,17.2,ft^3/s,00003,Approved
USGS-01359135,2024-11-13,00060,,16.6,ft^3/s,00003,Approved
USGS-01359135,2024-11-14,00060,,13.0,ft^3/s,00003,Approved
USGS-01359135,2024-11-15,00060,,10.8,ft^3/s,00003,Approved
USGS-01359135,2024-11-16,00060,,11.2,ft^3/s,00003,Approved
USGS-01359135,2024-11-17,00060,,10.9,ft^3/s,00003,Approved
USGS-01359135,2024-11-18,00060,,11.0,ft^3/s,00003,Approved
USGS-01359135,2024-11-19,00060,,13.5,ft^3/s,00003,Approved
USGS-01359135,2024-11-20,00060,,11.9,ft^3/s,00003,Approved
USGS-01359135,2024-11-21,00060,,47.5,ft^3/s,00003,Approved
USGS-01359135,2024-11-24,00060,,13.9,ft^3/s,00003,Approved
USGS-01359135,2024-11-27,00060,,16.2,ft^3/s,00003,Approved
USGS-01359135,2024-11-28,00060,,61.9,ft^3/s,00003,Approved
USGS-01359135,2024-11-29,00060,,28.1,ft^3/s,00003,Approved
USGS-01359135,2024-12-01,00060,,15.6,ft^3/s,00003,Approved
USGS-01359135,2024-12-02,00060,,14.8,ft^3/s,00003,Approved
USGS-01359135,2024-12-05,00060,,14.3,ft^3/s,00003,Approved
USGS-01359135,2024-12-06,00060,,13.6,ft^3/s,00003,Approved
USGS-01359135,2024-12-07,00060,,13.6,ft^3/s,00003,Approved
USGS-01359135,2024-12-08,00060,,15.6,ft^3/s,00003,Approved
USGS-01359135,2024-12-09,00060,,31.4,ft^3/s,00003,Approved
USGS-01359135,2024-12-11,00060,,135,ft^3/s,00003,Approved
USGS-01359135,2024-12-12,00060,,77.9,ft^3/s,00003,Approved
USGS-01359135,2024-12-13,00060,,35.7,ft^3/s,00003,Approved
USGS-01359135,2024-12-15,00060,,20.1,ft^3/s,00003,Approved
USGS-01359135,2024-12-16,00060,,22.1,ft^3/s,00003,Approved
USGS-01359135,2024-12-17,00060,,24.3,ft^3/s,00003,Approved
USGS-01359135,2024-12-18,00060,,27.4,ft^3/s,00003,Approved
USGS-01359135,2024-12-19,00060,,27.5,ft^3/s,00003,Approved
USGS-01359135,2024-12-20,00060,,20.6,ft^3/s,00003,Approved
USGS-01359135,2024-12-22,00060,,18.3,ft^3/s,00003,Approved
USGS-01359135,2024-12-23,00060,,17.7,ft^3/s,00003,Approved
USGS-01359135,2024-12-24,00060,,18.2,ft^3/s,00003,Approved
USGS-01359135,2024-12-25,00060,,17.8,ft^3/s,00003,Approved
USGS-01359135,2024-12-27,00060,,17.0,ft^3/s,00003,Approved
USGS-01359135,2024-12-29,00060,,20.8,ft^3/s,00003,Approved
USGS-01359135,2024-12-30,00060,,29.0,ft^3/s,00003,Approved
USGS-01359135,2024-12-31,00060,,19.8,ft^3/s,00003,Approved
USGS-01359528,2024-01-02,00060,,260,ft^3/s,00003,Approved
USGS-01359528,2024-01-04,00060,,98.0,ft^3/s,00003,Approved
USGS-01359528,2024-01-05,00060,,199,ft^3/s,00003,Approved
USGS-01359528,2024-01-06,00060,,253,ft^3/s,00003,Approved
USGS-01359528,2024-01-07,00060,,228,ft^3/s,00003,Approved
USGS-01359528,2024-01-08,00060,,134,ft^3/s,00003,Approved
USGS-01359528,2024-01-09,00060,,225,ft^3/s,00003,Approved
USGS-01359528,2024-01-10,00060,,1370,ft^3/s,00003,Approved
USGS-01359528,2024-01-11,00060,,1380,ft^3/s,00003,Approved
USGS-01359528,2024-01-12,00060,,662,ft^3/s,00003,Approved
USGS-01359528,2024-01-13,00060,,1410,ft^3/s,00003,Approved
USGS-01359528,2024-01-15,00060,,534,ft^3/s,00003,Approved
USGS-01359528,2024-01-16,00060,,426,ft^3/s,00003,Approved
USGS-01359528,2024-01-17,00060,,353,ft^3/s,00003,Approved
USGS-01359528,2024-01-18,00060,,340,ft^3/s,00003,Approved
USGS-01359528,2024-01-20,00060,,228,ft^3/s,00003,Approved
USGS-01359528,2024-01-21,00060,,280,ft^3/s,00003,Approved
USGS-01359528,2024-01-22,00060,,239,ft^3/s,00003,Approved
USGS-01359528,2024-01-23,00060,,116,ft^3/s,00003,Approved
USGS-01359528,2024-01-24,00060,,152,ft^3/s,00003,Approved
USGS-01359528,2024-01-26,00060,,2060,ft^3/s,00003,Approved
USGS-01359528,2024-01-29,00060,,778,ft^3/s,00003,Approved
USGS-01359528,2024-01-30,00060,,636,ft^3/s,00003,Approved
USGS-01359528,2024-01-31,00060,,514,ft^3/s,00003,Approved
USGS-01359528,2024-02-01,00060,,440,ft^3/s,00003,Approved
